1. The Elder Scrolls V: Skyrim,M,2011,After escaping execution, the last living Dragonborn must grow in strength and power to defeat the dragons that have once again begun to plague the land of Skyrim.
2. Final Fantasy 7 Remake,T,2020,A former soldier joins an eco-terrorist group in a mission against the electric power company he used to work for in order the protect the planet and their environment.
3. The Witcher 3: Wild Hunt,M,2015,Geralt of Rivia, a monster hunter for hire, embarks on an epic journey to find his former apprentice, Ciri, before The Wild Hunt can capture her and bring about the destruction of the world.
